State,District,Subdivision,Block,Panchayat,Village,Pincode
Odisha,Jajpur,Darpan,Badchana,Badheikateni,Byree,754082
Odisha,Jajpur,Darpan,Badchana,Baghua,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Baghua-10,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Baidehipur,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Balibati,Arakhapur,754024
Odisha,Jajpur,Darpan,Badchana,Balichandrapur,Balichandrapur,754205
Odisha,Jajpur,Darpan,Badchana,Balikuda,Badabalikuda,754024
Odisha,Jajpur,Darpan,Badchana,Balikuda,Kolanagiri,754024
Odisha,Jajpur,Darpan,Badchana,Balipadia,Balipadia,754024
Odisha,Jajpur,Darpan,Badchana,Bandala,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Bandareswar,Palei,754205
Odisha,Jajpur,Darpan,Badchana,Bandha,Arakhapur,754024
Odisha,Jajpur,Darpan,Badchana,Bandhapali,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Bangurguntha,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Baniari,Saudia,754292
Odisha,Jajpur,Darpan,Badchana,Bantala,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Bapatpada,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Barabati,Solar,755008
Odisha,Jajpur,Darpan,Badchana,Barada,Barada,754205
Odisha,Jajpur,Darpan,Badchana,Baragada,Paria,754024
Odisha,Jajpur,Darpan,Badchana,Baramania,,754024
Odisha,Jajpur,Darpan,Badchana,Baranga,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Barapada,Barpada,755004
Odisha,Jajpur,Darpan,Badchana,Barapal,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Barapania,,754024
Odisha,Jajpur,Darpan,Badchana,Bari,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Barimula,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Barsal,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Barunia,Paria,754082
Odisha,Jajpur,Darpan,Badchana,Bato,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Baujanga,Nalipur,754205
Odisha,Jajpur,Darpan,Badchana,Baula,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Baunsagadia,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Baunsamuli,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Bayamba,Byree,754082
Odisha,Jajpur,Darpan,Badchana,Bedapur,,754024
Odisha,Jajpur,Darpan,Badchana,Benapur,Santipur,755004
Odisha,Jajpur,Darpan,Badchana,Betara,,754024
Odisha,Jajpur,Darpan,Badchana,Bhakuda,Manduka,754024
Odisha,Jajpur,Darpan,Badchana,Bharatpur,Bharatpur,755043
Odisha,Jajpur,Darpan,Badchana,Bhubanpur,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Bhuluka,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Bhusandhapur,Bhusandapur,754024
Odisha,Jajpur,Darpan,Badchana,Bidyadharpur,Kaimatia,754024
Odisha,Jajpur,Darpan,Badchana,Bidyadharpur,Nelia,754024
Odisha,Jajpur,Darpan,Badchana,Bidyadharpur,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Bihanapada,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Bikram Tiran,Bikramtiran,754024
Odisha,Jajpur,Darpan,Badchana,Bilikana,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Birijanga,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Byree,Byree,754082
Odisha,Jajpur,Darpan,Badchana,Chakakhaira,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Champapur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Champapur,Samia,755023
Odisha,Jajpur,Darpan,Badchana,Chandia,Majhipada,754292
Odisha,Jajpur,Darpan,Badchana,Chandital,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Chandrabindi,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Charinangal,Charinangala,754292
Odisha,Jajpur,Darpan,Badchana,Chaulathali,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Chhatia,Chhatia,754023
Odisha,Jajpur,Darpan,Badchana,Dagarpada,Khaira,755007
Odisha,Jajpur,Darpan,Badchana,Dakhinakula,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Dalapata Ramapata,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Damodarpur,Radhadeipur,755018
Odisha,Jajpur,Darpan,Badchana,Darianipada,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Darpangarh,Darpan,755044
Odisha,Jajpur,Darpan,Badchana,Daulatapur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Debatasahi,,754024
Odisha,Jajpur,Darpan,Badchana,Dekudi,Balipadia,754024
Odisha,Jajpur,Darpan,Badchana,Deulapur,,754024
Odisha,Jajpur,Darpan,Badchana,Dhanmandal,,754024
Odisha,Jajpur,Darpan,Badchana,Digambarpur,Radhadeipur,755026
Odisha,Jajpur,Darpan,Badchana,Digapokharihuda,Khaira,755007
Odisha,Jajpur,Darpan,Badchana,Dihakaranda,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Dihasahi,Nelia,754024
Odisha,Jajpur,Darpan,Badchana,Doulatpur,Manduka,754024
Odisha,Jajpur,Darpan,Badchana,Endarapada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Gadajit,Achyutabasant,754205
Odisha,Jajpur,Darpan,Badchana,Gahar Nagar,Charinangala,754292
Odisha,Jajpur,Darpan,Badchana,Ganash,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Garagali,Kundala,755019
Odisha,Jajpur,Darpan,Badchana,Gobandia,Bikramtiran,754024
Odisha,Jajpur,Darpan,Badchana,Godimagura,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Gohiradal,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Gokulapur,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Gopadhana Kateni,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Gopalpur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Gopalpur,Gopalpur,755025
Odisha,Jajpur,Darpan,Badchana,Gopapur,Nelia,755019
Odisha,Jajpur,Darpan,Badchana,Gopinathapur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Guljarnagar Patana,Darpan,755044
Odisha,Jajpur,Darpan,Badchana,Hansanabadchaka Bada Ghumuri,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Hariansapatna,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Harichandanpur,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Harichandanpur,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Harintikiri,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Haripur,Kundala,755005
Odisha,Jajpur,Darpan,Badchana,Hasanabadchaka Badachana,,754296
Odisha,Jajpur,Darpan,Badchana,Hasanabadchakadeulapur,,754024
Odisha,Jajpur,Darpan,Badchana,Hatakaranda,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Hinjala,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Ichhanagarpatana,Chhatia,754023
Odisha,Jajpur,Darpan,Badchana,Inayatnagar,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Jagannathapur,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Jagannathpur,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Jaipur,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Jaipur,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Jamujhar,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Janaka,Badabalikuda,754024
Odisha,Jajpur,Darpan,Badchana,Jhatiapada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Jiagoda,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Jorabati,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Kadai,Khaira,755007
Odisha,Jajpur,Darpan,Badchana,Kadeichakabanbarada,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Kaimatia,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Kainkhata,Darpan,755044
Odisha,Jajpur,Darpan,Badchana,Kaintipokhari,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Kalashree,Gopalpur,755025
Odisha,Jajpur,Darpan,Badchana,Kalyanpur,Badaghumuri,755012
Odisha,Jajpur,Darpan,Badchana,Kamapanibazar,Chhatia,754023
Odisha,Jajpur,Darpan,Badchana,Kampira,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Kanchan Nagar,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Kankula,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Kantachira,,754024
Odisha,Jajpur,Darpan,Badchana,Kapastigiri,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Karanjia,,754024
Odisha,Jajpur,Darpan,Badchana,Kasiapal,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Katarapada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Keluapasi,,754024
Odisha,Jajpur,Darpan,Badchana,Kesharaipur,Palei,754205
Odisha,Jajpur,Darpan,Badchana,Khadiyanga,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Khaira,Khaira,755007
Odisha,Jajpur,Darpan,Badchana,Khajuria,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Khanatapasi,Santipur,755004
Odisha,Jajpur,Darpan,Badchana,Khandia Bandi,Bhusandapur,754024
Odisha,Jajpur,Darpan,Badchana,Kharmangi,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Khatuapada,Bhusandapur,754024
Odisha,Jajpur,Darpan,Badchana,Khosalipur,,755006
Odisha,Jajpur,Darpan,Badchana,Kochila Gadia,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Kodeibatia,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Kolangiri,Kolanagiri,754024
Odisha,Jajpur,Darpan,Badchana,Kolha,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Kolhasahi,Darpan,755044
Odisha,Jajpur,Darpan,Badchana,Kolhasinga,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Krishnadaspur,Manduka,754024
Odisha,Jajpur,Darpan,Badchana,Krishnapur Sasan,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Kuanrpur,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Kubhei,Solar,754024
Odisha,Jajpur,Darpan,Badchana,Kumbharkhata,Darpan,755044
Odisha,Jajpur,Darpan,Badchana,Kundal,Kundala,755019
Odisha,Jajpur,Darpan,Badchana,Mahadeipur,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Mahakhala,Bhusandapur,754024
Odisha,Jajpur,Darpan,Badchana,Mahipur,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Mainsiagotha,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Majhipada,Majhipada,754024
Odisha,Jajpur,Darpan,Badchana,Manapur,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Manduka,Manduka,754024
Odisha,Jajpur,Darpan,Badchana,Mangarajpur,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Mangarajpur,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Matakatpur,Bikramtiran,754024
Odisha,Jajpur,Darpan,Badchana,Maulanagar,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Mukundapur,Manduka,755025
Odisha,Jajpur,Darpan,Badchana,Mulijhara,Solar,754024
Odisha,Jajpur,Darpan,Badchana,Musatikiri,Saudia,754292
Odisha,Jajpur,Darpan,Badchana,Nahara,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Nalida,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Nalipur,Nalipur,754205
Odisha,Jajpur,Darpan,Badchana,Nanapur,Balichandrapur,754205
Odisha,Jajpur,Darpan,Badchana,Naranpur,,755012
Odisha,Jajpur,Darpan,Badchana,Nayapatana,Chhatia,754023
Odisha,Jajpur,Darpan,Badchana,Nelia,Nelia,754024
Odisha,Jajpur,Darpan,Badchana,Niali,Barpada,755004
Odisha,Jajpur,Darpan,Badchana,Nilambarpur,Arakhapur,754024
Odisha,Jajpur,Darpan,Badchana,Nisimala,,754024
Odisha,Jajpur,Darpan,Badchana,Nuagan,Badaghumuri,755013
Odisha,Jajpur,Darpan,Badchana,Nuasasan,Khaira,755007
Odisha,Jajpur,Darpan,Badchana,Olar,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Osangira,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Padmalavapur,Byree,754082
Odisha,Jajpur,Darpan,Badchana,Padmalavapur,Manduka,754082
Odisha,Jajpur,Darpan,Badchana,Padmalavapur,Nelia,754082
Odisha,Jajpur,Darpan,Badchana,Padmalavpur,Arakhapur,754024
Odisha,Jajpur,Darpan,Badchana,Padmalavpur Sasana,Byree,754082
Odisha,Jajpur,Darpan,Badchana,Paida,Kaimatia,755008
Odisha,Jajpur,Darpan,Badchana,Paikarapur,Badaghumuri,755043
Odisha,Jajpur,Darpan,Badchana,Paikarapur,Solar,755043
Odisha,Jajpur,Darpan,Badchana,Palankakoligadia,Chandital,754024
Odisha,Jajpur,Darpan,Badchana,Palei,Palei,754205
Odisha,Jajpur,Darpan,Badchana,Panasuapal,Kolanagiri,754024
Odisha,Jajpur,Darpan,Badchana,Panasuda,Bharatpur,754024
Odisha,Jajpur,Darpan,Badchana,Paria,Paria,754024
Odisha,Jajpur,Darpan,Badchana,Pari Palei,Bharatpur,754024
Odisha,Jajpur,Darpan,Badchana,Patarajapur,Patrajpur,754024
Odisha,Jajpur,Darpan,Badchana,Patayat,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Patharakata,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Purnia,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Purusotampur,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Purusottampur,,755007
Odisha,Jajpur,Darpan,Badchana,Radhadeipur,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Raghudaspur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Raghunathapur,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Rahal,Anaka,755005
Odisha,Jajpur,Darpan,Badchana,Raijhar,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Raipur,Raipur,754292
Odisha,Jajpur,Darpan,Badchana,Ramachandrapur,,755003
Odisha,Jajpur,Darpan,Badchana,Ramadaspur,Raipur,754292
Odisha,Jajpur,Darpan,Badchana,Rambhadeipur,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Rampur,Nelia,755016
Odisha,Jajpur,Darpan,Badchana,Rangidaspur,Nelia,754024
Odisha,Jajpur,Darpan,Badchana,Ranibandi,Bhusandapur,754024
Odisha,Jajpur,Darpan,Badchana,Ranipokhari,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Rukutipata,Balichandrapur,754205
Odisha,Jajpur,Darpan,Badchana,Sabo,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Saika,Kundala,755019
Odisha,Jajpur,Darpan,Badchana,Sailipada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Saintipur,Santipur,755004
Odisha,Jajpur,Darpan,Badchana,Sakuntalapur,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Salapada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Samian,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Sanabandalo,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Sanabrahmani,Kundala,755019
Odisha,Jajpur,Darpan,Badchana,Santirathapatana,,754024
Odisha,Jajpur,Darpan,Badchana,Sapanpur,Champapur,755023
Odisha,Jajpur,Darpan,Badchana,Sasansima,,754024
Odisha,Jajpur,Darpan,Badchana,Sasansimachhaka,,754024
Odisha,Jajpur,Darpan,Badchana,Satamana,Samia,754024
Odisha,Jajpur,Darpan,Badchana,Satananda,Bandalo,754023
Odisha,Jajpur,Darpan,Badchana,Saudia,Saudia,754292
Odisha,Jajpur,Darpan,Badchana,Sendhapur,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Siha,Siha,755044
Odisha,Jajpur,Darpan,Badchana,Solara,Solar,754024
Odisha,Jajpur,Darpan,Badchana,Sukadeipur,Nelia,755023
Odisha,Jajpur,Darpan,Badchana,Sunguda,,754024
Odisha,Jajpur,Darpan,Badchana,Surkhadeipur,Arakhapur,754024
Odisha,Jajpur,Darpan,Badchana,Thengada,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Tigiria,Balipadia,754024
Odisha,Jajpur,Darpan,Badchana,Tilapada,Salapada,754082
Odisha,Jajpur,Darpan,Badchana,Ubuka,Bantala,754024
Odisha,Jajpur,Darpan,Badchana,Udayanagar,Radhadeipur,754024
Odisha,Jajpur,Darpan,Badchana,Udaynagarpat,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Uluri-I,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Uluri-Ii,Badaghumuri,754024
Odisha,Jajpur,Darpan,Badchana,Upula,Bantala,754024
Odisha,Jajpur,Dasarathpur,Dasarathapur,Ahiyas,Mallikapur,755036
Odisha,Jajpur,Dasarathpur,Dasarathapur,Aindipur,Gopalpur,755025
Odisha,Jajpur,Dasarathpur,Dasarathapur,Akarpada,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Andola,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Aruha,Chhanchina,755024
Odisha,Jajpur,Dasarathpur,Dasarathapur,Asana Pur,Asanpur,755005
Odisha,Jajpur,Dasarathpur,Dasarathapur,Astapraharajpur,Khandara,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Babalpur,Gramanandipur,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Badaadampur,Birajapur,755009
Odisha,Jajpur,Dasarathpur,Dasarathapur,Badadogada,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bajara Pat,Mangalapur,755018
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bakuli,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Balada,Dasarathpur,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Balipada,Khandara,755028
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bamadebapur,Birajapur,755009
Odisha,Jajpur,Dasarathpur,Dasarathapur,Barahata,Birajapur,755009
Odisha,Jajpur,Dasarathpur,Dasarathapur,Barei,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bariana,Champeipal,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Baruadi,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Batitanki,Susua,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Baunsa Badi,Dahanihata,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bhanara,Biruan,755015
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bhelanga,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bibhuti Pur,Gopalpur,755025
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bihari,Bihari,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bihipur,Katikata,755014
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bijipur,Khandara,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Bindhanandi Pur,Palatpur,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Birajapur,Birajapur,755009
Odisha,Jajpur,Dasarathpur,Dasarathapur,Biripata,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Biruhan,Biruan,755015
Odisha,Jajpur,Dasarathpur,Dasarathapur,Botalatanga,Chasakhanda,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Boulanga,Dahanihata,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Brundabanpur,Rahasoi,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Champa,Rahasoi,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Champeipal,Champeipal,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chandakuda,Jayantra,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chandapur,Katikata,755014
Odisha,Jajpur,Dasarathpur,Dasarathapur,Charabatia,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chasakhanda,Chasakhanda,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chaulia,Jafarpur,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chhanchina,Chhanchina,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chhatishbihari,Bihari,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chhatishratanpal,Chhitalo,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chhatra Pada,Asanpur,755005
Odisha,Jajpur,Dasarathpur,Dasarathapur,Chitalo,Chhitalo,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dahanihata,Dahanihata,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dakhinabandha,Thalkudi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Darava,Kayan,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dasarathapur,Dasarathpur,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Daspur,Taliha,755024
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dattapur,Duttapur,755018
Odisha,Jajpur,Dasarathpur,Dasarathapur,Depura,Dahanihata,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Deulabad,Taliha,755024
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dhamadhada,Khandara,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dhani Pur,Thalkudi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dhobabil,Tarapada,755004
Odisha,Jajpur,Dasarathpur,Dasarathapur,Dhoda,Biruan,755015
Odisha,Jajpur,Dasarathpur,Dasarathapur,Duduranta,Duduranta,755011
Odisha,Jajpur,Dasarathpur,Jajpur,Durgapur,Sujanpur,755017
Odisha,Jajpur,Dasarathpur,Dasarathapur,Garadeswar,Taliha,755024
Odisha,Jajpur,Dasarathpur,Dasarathapur,Garadiha,Susua,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Gopalpur,Gopalpur,755025
Odisha,Jajpur,Dasarathpur,Dasarathapur,Grama Nandi Pur,Gramanandipur,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Gunthuni Pada,Kayan,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Hirapur,Katikata,755014
Odisha,Jajpur,Dasarathpur,Dasarathapur,Ichhapur,Kayan,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Indas,Khandara,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Ismail Pur,Mangalapur,755018
Odisha,Jajpur,Dasarathpur,Dasarathapur,Iswarpur,Susua,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Itachaiti,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Itapada,Kamardihi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Itara,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Izapur,Ejapur,755008
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jafarpur,Jafarpur,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jaganathapur,Rahasoi,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jaintar,Jayantra,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jalasarpur,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jhadagan,Chhitalo,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Jundupur,Khannagar,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kamalapur,Kaspa,755036
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kamardiha,Kamardihi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kanika Pada,Kanikapada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kantapada,Kaspa,755036
Odisha,Jajpur,Dasarathpur,Dasarathapur,Karianga,Chasakhanda,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kasaba,Thalkudi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kasapa,Kaspa,755036
Odisha,Jajpur,Dasarathpur,Dasarathapur,Katikata,Katikata,755014
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kayan,Kayan,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kelanga,Kamardihi,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kenduakula,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Keruna,Asanpur,755005
Odisha,Jajpur,Dasarathpur,Dasarathapur,Khana Nagar,Khannagar,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Khandara,Khandara,755026
Odisha,Jajpur,Dasarathpur,Dasarathapur,Khosalpur,Tarapada,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Khurubil,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kotapur,Khannagar,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kotapur,Nizampur,755008
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuamadei,Akarpada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuanarpur,Champeipal,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuanla,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuansa,Dahanihata,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuruli,Chhitalo,755062
Odisha,Jajpur,Dasarathpur,Dasarathapur,Kuturia,Jayantra,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Madhupur,Kanikapada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mahanty Patana,Mallikapur,755036
Odisha,Jajpur,Dasarathpur,Dasarathapur,Malika Pur,Mallikapur,755036
Odisha,Jajpur,Dasarathpur,Jajpur,Mallikapur,Jahanpur,755007
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mangal Pur,Mangalapur,755018
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mansada,Ejapur,755008
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mansadabindha-- I,Ejapur,755008
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mansadabindha -- II,Ejapur,755008
Odisha,Jajpur,Dasarathpur,Dasarathapur,Merdha,Gopalpur,755025
Odisha,Jajpur,Dasarathpur,Dasarathapur,Mirjapur,Gramanandipur,755006
Odisha,Jajpur,Dasarathpur,Dasarathapur,Murari Pur,Palatpur,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Nachhindra Pur,Nizampur,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Narana Gochha,Duduranta,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Narana Pat,Kanikapada,755011
Odisha,Jajpur,Dasarathpur,Dasarathapur,Narana Pur,Duttapur,755018
Odisha,Jajpur,Dasarathpur,Dasarathapur,Narigan,Biripata,755013
Odisha,Jajpur,Dasarathpur,Dasarathapur,Nilakantha Pur,Palatpur,755011
